#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;

String_secret_religious_society_pelagian_DuDelaDes;_;des Pélagiens;;;;;;;;;;;;x
EVTDESCPelagius.0001A;Rome, for centuries the center of Christendom, is in Pelagian hands. This has given me an opportunity to create a Pelagian Papacy, which shall do away with the scandalous display of wealth that the Catholic Papacy has long been guilty of.;Rome, pendant des siècles le centre de la chrétienté, est entre des mains pélagiennes. Cela m'a donné l'occasion de créer une papauté pélagienne, qui abolira l'étalage scandaleux de la richesse dont la papauté catholique est depuis longtemps coupable.;;;;;;;;;;;;x
EVTDESCPelagius.0001B;Rome, for centuries the center of Christendom, is in Pelagian hands. [From.GetTitledFirstName] has therefore seen fit to create a Pelagian Papacy, claiming it shall do away with the scandalous display of wealth that the Catholic Papacy has long been guilty of.;Rome, pendant des siècles le centre de la chrétienté, est entre des mains pélagiennes. [From.GetTitledFirstName] a donc jugé bon de créer une papauté pélagienne, en prétendant qu'elle abolira l'étalage scandaleux de la richesse dont la papauté catholique a longtemps été coupable.;;;;;;;;;;;;x

restore_pelagian_pope_in_rome;Restore the Papacy in Rome;Restaurer la Papauté à Rome;;;;;;;;;;;;x
restore_pelagian_pope_in_rome_desc;The Holy Father has lost control of his secular domain, but it is within my power to restore the Eternal City to him!;Le Saint-Père a perdu le contrôle de son domaine séculier, mais il est en notre pouvoir de le rétablir dans la Cité Eternelle ! ;;;;;;;;;;;;x

EVTDESCPelagius.0002A;I have granted Rome to its rightful ruler, so that the Pelagian Pope may lead his Church from accommodations befitting his stature. The Pope shall soon take up his abode in the offices historically occupied by his Catholic predecessors.;J'ai accordé à Rome son souverain légitime, afin que le pape pélagien puisse conduire son Église depuis des logements dignes de sa stature. Le pape s'installera bientôt dans les bureaux historiquement occupés par ses prédécesseurs catholiques.;;;;;;;;;;;;x
EVTDESCPelagius.0002B;[From.GetTitledFirstName] has granted Rome to its rightful ruler, so that the Pelagian Pope may lead his Church from accommodations befitting his stature. The Pope shall soon take up his abode in the offices historically occupied by his Catholic predecessors.;[From.GetTitledFirstName] a accordé à Rome son souverain légitime, de sorte que le pape pélagien puisse conduire son Église depuis des logements dignes de sa stature. Le pape s'installera bientôt dans les bureaux historiquement occupés par ses prédécesseurs catholiques.;;;;;;;;;;;;x

mend_great_schism_pelagian;Mend the Great Schism;Mettre fin au Grand Schisme;;;;;;;;;;;;x
mend_great_schism_pelagian_desc;The Great Schism saw the Christian Church divided into two branches, but if all five of the episcopal sees of the Pentarchy could be restored under Roman guidance and the Pelagian faith, there may be a chance to finally reunite Christendom.;L'Église chrétienne s'est vu divisée en deux lignées par le Grand Schisme, mais si la totalité des cinq sièges épiscopaux de la Pentarchie peut être restaurée sous la lumière de Rome et de la foi pélagienne, il y a peut-être une chance de réunifier enfin la chrétienté tout entière;;;;;;;;;;;;x
mend_the_schism_holder_religion_pelagian;Holder is §YPelagian§! and NOT a heretic\n;Le détenteur est de religion §Ypélagienne§! et pas hérétique\n;;;;;;;;;;;;x

EVTTOOLTIPPelagius.0105;The Great Schism is mended and Christendom reunited.;Le Grand Schisme est terminé et toute la chrétienté est enfin réunifiée.;;;;;;;;;;;;x
EVTNAMEPelagius.0105;The Great Schism Mended;La Fin du Grand Schisme;;;;;;;;;;;;x
EVTDESCPelagius.0105;At last the Great Schism between the Western Catholic Church and the Eastern Orthodox Church has been mended. With the spread of Pelagianism and the reunification of the Pentarchy, the Orthodox faith now holds little sway over the people of Europe. There will be those who still cling to it, but they will be few in number and the Pentarchy can once more claim universal rule over all of Christendom.;Enfin, le schisme entre l'Église catholique d'Occident et l'Église orthodoxe d'Orient est terminé. Avec l'expansion du pélagianisme et la réunification de la Pentarchie, la foi orthodoxe n'a plus la même influence sur les peuples d'Europe. Il y aura ceux qui continueront à se rattacher à elle, mais ils seront peu nombreux, et l'autorité légitime de la Pentarchie s'imposera universellement sur l'ensemble de la chrétienté.;;;;;;;;;;;;x
EVTOPTAPelagius.0105;God be praised!;Dieu soit loué !;;;;;;;;;;;;x

EVTOPTAPelagius.0106;If that's the way the wind is blowing...;Si c'est ainsi que le vent souffle...;;;;;;;;;;;;x
EVTOPTBPelagius.0106;I will never give up my faith!;Jamais je ne renierai ma foi !;;;;;;;;;;;;x

EVTDESCPelagius.0100;With the city back under Roman guidance, the Patriarchate of Antioch has been properly restored as one of the episcopal sees of the Pentarchy. It was originally founded by Saint Peter the Apostle, who is regarded as the first Pope.;Puisque la cité est de nouveau sous la lumière de Rome, le Patriarcat d'Antioche a solennellement été restauré, devenant l'un des sièges archiépiscopaux de la Pentarchie. Il avait été fondé à l'origine par l'Apôtre Saint Pierre lui-même, lui qui est considéré comme le premier Pape de l'Histoire.;;;;;;;;;;;;x
EVTOPTAPelagius.0100;God be praised!;Dieu soit loué !;;;;;;;;;;;;x
EVTDESCPelagius.0101;With the city back under Roman guidance, the Patriarchate of Jerusalem has been properly restored as one of the episcopal sees of the Pentarchy. It was originally founded by Saint James the Just, who was made head of the Church in Jerusalem soon after the death of Jesus.;Puisque la cité est de nouveau sous la lumière de Rome, le Patriarcat de Jérusalem a solennellement été restauré, devenant l'un des sièges archiépiscopaux de la Pentarchie. Il a été fondé à l'origine par Saint Jacques le Juste, nommé à la tête de l'Église de Jérusalem peu de temps après la mort de Jésus.;;;;;;;;;;;;x
EVTDESCPelagius.0102;With the city back under Roman guidance, the Patriarchate of Alexandria has been properly restored as one of the episcopal sees of the Pentarchy. It was originally founded by Saint Mark the Evangelist, who became Alexandria's first patriarch.;Puisque la cité est de nouveau sous la lumière de Rome, le Patriarcat d'Alexandrie a solennellement été restauré, devenant l'un des sièges archiépiscopaux de la Pentarchie. Il a été fondé à l'origine par Saint Marc l'Évangéliste, qui en devint le premier patriarche.;;;;;;;;;;;;x
EVTDESCPelagius.0104;With the city back under Roman guidance, the Patriarchate of Byzantion has been properly restored as one of the episcopal sees of the Pentarchy. If all five historical patriarchates are returned to the Pentarchy, the Great Schism may finally be mended.;Puisque la cité est de nouveau sous la lumière de Rome, le Patriarcat de Byzance a solennellement été restauré, devenant l'un des sièges archiépiscopaux de la Pentarchie. Si les cinq patriarcats historiques sont rétablis au sein de la Pentarchie, le Grand Schisme peut peut-être enfin prendre fin.;;;;;;;;;;;;x


#xxxxxxxxxxxxxx;eeeeeeeeeeeeeeeeee;fffffffffffffffffffffff;eeeeeeeeeeeeeeeeee;;eeeeeeeeeeeeeeeeee;;;;;;;;;x;
